; MSControl_Server Game File									
; Apr 6th									
; Andrew Stokes									
;									
;	Profit	W.cost	J.cost	D.cost					
DEMAND	6	17	53	0	157	98	727		
DEMAND	6	17	53	30	156	50	637		
DEMAND	6	17	54	0	158	61	824		
DEMAND	6	17	54	30	170	85	783		
DEMAND	6	17	55	0	154	76	786		
DEMAND	6	17	55	30	148	85	704		
DEMAND	6	17	56	0	182	88	805		
DEMAND	6	17	56	30	163	84	745		
DEMAND	6	17	57	0	177	59	812		
DEMAND	6	17	57	30	193	64	790		
DEMAND	6	17	58	0	189	69	804		
DEMAND	6	17	58	30	131	51	798		
DEMAND	6	17	59	0	133	67	723		
DEMAND	6	17	59	30	169	65	702		
DEMAND	6	18	0	0	162	102	689		
DEMAND	6	18	0	30	188	77	712		
DEMAND	6	18	1	0	149	85	707		
DEMAND	6	18	1	30	136	80	743		
DEMAND	6	18	2	0	151	81	739		
DEMAND	6	18	2	30	169	65	660		
DEMAND	6	18	3	0	143	64	780		
DEMAND	6	18	3	30	161	68	932		
DEMAND	6	18	4	0	162	98	720		
DEMAND	6	18	4	30	139	84	825		
DEMAND	6	18	5	0	144	89	799		
DEMAND	6	18	5	30	137	87	768		
DEMAND	6	18	6	0	143	77	643		
DEMAND	6	18	6	30	147	89	686		
DEMAND	6	18	7	0	153	95	704		
DEMAND	6	18	7	30	179	81	757		
DEMAND	6	18	8	0	161	56	886		
DEMAND	6	18	8	30	172	64	788		
DEMAND	6	18	9	0	130	65	975		
DEMAND	6	18	9	30	153	72	689		
DEMAND	6	18	10	0	146	89	805		
DEMAND	6	18	10	30	157	74	830		
DEMAND	6	18	11	0	154	97	736		
DEMAND	6	18	11	30	179	74	823		
DEMAND	6	18	12	0	133	72	918		
DEMAND	6	18	12	30	135	88	990		
DEMAND	6	18	13	0	171	86	960		
DEMAND	6	18	13	30	168	73	895		
DEMAND	6	18	14	0	157	99	913		
DEMAND	6	18	14	30	122	77	748		
DEMAND	6	18	15	0	149	89	776		
DEMAND	6	18	15	30	137	107	957		
DEMAND	6	18	16	0	131	81	769		
DEMAND	6	18	16	30	167	95	1050		
DEMAND	6	18	17	0	162	72	827		
DEMAND	6	18	17	30	149	95	939		
DEMAND	6	18	18	0	131	63	860		
DEMAND	6	18	18	30	132	92	885		
DEMAND	6	18	19	0	117	67	782		
DEMAND	6	18	19	30	133	89	863		
DEMAND	6	18	20	0	160	93	809		
DEMAND	6	18	20	30	95	79	867		
DEMAND	6	18	21	0	110	108	728		
DEMAND	6	18	21	30	107	101	713		
DEMAND	6	18	22	0	131	84	866		
DEMAND	6	18	22	30	155	62	710		
DEMAND	6	18	23	0	135	86	848		
DEMAND	6	18	23	30	121	67	890		
DEMAND	6	18	24	0	147	89	1132		
DEMAND	6	18	24	30	118	104	960		
DEMAND	6	18	25	0	116	93	838		
DEMAND	6	18	25	30	164	76	912		
DEMAND	6	18	26	0	165	85	947		
DEMAND	6	18	26	30	143	73	864		
DEMAND	6	18	27	0	131	97	1140		
DEMAND	6	18	27	30	97	102	1057		
DEMAND	6	18	28	0	123	108	830		
DEMAND	6	18	28	30	125	77	934		
DEMAND	6	18	29	0	105	81	761		
DEMAND	6	18	29	30	127	98	941		
DEMAND	6	18	30	0	148	105	872		
DEMAND	6	18	30	30	128	97	963		
DEMAND	6	18	31	0	112	102	774		
DEMAND	6	18	31	30	160	70	1064		
DEMAND	6	18	32	0	106	82	864		
DEMAND	6	18	32	30	88	89	1040		
DEMAND	6	18	33	0	137	109	826		
DEMAND	6	18	33	30	154	77	934		
DEMAND	6	18	34	0	132	85	974		
DEMAND	6	18	34	30	129	103	1072		
DEMAND	6	18	35	0	115	104	1087		
DEMAND	6	18	35	30	144	94	903		
DEMAND	6	18	36	0	152	96	915		
DEMAND	6	18	36	30	99	100	1064		
DEMAND	6	18	37	0	99	102	1049		
DEMAND	6	18	37	30	125	103	856		
DEMAND	6	18	38	0	105	93	904		
DEMAND	6	18	38	30	112	105	1176		
DEMAND	6	18	39	0	105	79	1004		
DEMAND	6	18	39	30	103	87	890		
DEMAND	6	18	40	0	83	93	982		
DEMAND	6	18	40	30	111	89	791		
DEMAND	6	18	41	0	121	109	961		
DEMAND	6	18	41	30	93	105	974		
DEMAND	6	18	42	0	82	114	1139		
DEMAND	6	18	42	30	131	96	852		
DEMAND	6	18	43	0	88	78	907		
DEMAND	6	18	43	30	76	112	1112		
DEMAND	6	18	44	0	128	99	962		
DEMAND	6	18	44	30	106	106	887		
DEMAND	6	18	45	0	124	89	1088		
DEMAND	6	18	45	30	142	93	943		
DEMAND	6	18	46	0	105	96	981		
DEMAND	6	18	46	30	137	110	960		
DEMAND	6	18	47	0	104	106	967		
DEMAND	6	18	47	30	94	83	951		
DEMAND	6	18	48	0	79	89	1023		
DEMAND	6	18	48	30	96	105	961		
DEMAND	6	18	49	0	133	109	1163		
DEMAND	6	18	49	30	102	101	983		
DEMAND	6	18	50	0	104	91	961		
DEMAND	6	18	50	30	80	89	1151		
DEMAND	6	18	51	0	81	113	928		
DEMAND	6	18	51	30	100	88	1112		
DEMAND	6	18	52	0	106	113	1015		
DEMAND	6	18	52	30	95	91	961		
DEMAND	6	18	53	0	108	105	1073		
DEMAND	6	18	53	30	85	101	1066		
DEMAND	6	18	54	0	87	86	1081		
DEMAND	6	18	54	30	81	111	1182		
DEMAND	6	18	55	0	108	91	1129		
DEMAND	6	18	55	30	60	105	1223		
DEMAND	6	18	56	0	57	104	1158		
DEMAND	6	18	56	30	101	96	1054		
DEMAND	6	18	57	0	100	108	1028		
DEMAND	6	18	57	30	84	92	1191		
DEMAND	6	18	58	0	68	90	957		
DEMAND	6	18	58	30	78	102	1157		
DEMAND	6	18	59	0	88	94	1183		
DEMAND	6	18	59	30	83	93	968		
DEMAND	6	19	0	0	122	88	971		
DEMAND	6	19	0	30	83	95	1109		
DEMAND	6	19	1	0	70	103	1156		
DEMAND	6	19	1	30	84	112	1247		
DEMAND	6	19	2	0	107	93	1107		
DEMAND	6	19	2	30	112	103	1002		
DEMAND	6	19	3	0	79	113	1099		
DEMAND	6	19	3	30	84	96	1045		
DEMAND	6	19	4	0	58	105	1324		
DEMAND	6	19	4	30	50	103	1121		
DEMAND	6	19	5	0	119	108	999		
DEMAND	6	19	5	30	114	105	1296		
DEMAND	6	19	6	0	115	96	1371		
DEMAND	6	19	6	30	69	101	1200		
DEMAND	6	19	7	0	108	115	962		
DEMAND	6	19	7	30	83	103	1349		
DEMAND	6	19	8	0	88	104	1108		
DEMAND	6	19	8	30	79	102	1253		
DEMAND	6	19	9	0	78	101	1308		
DEMAND	6	19	9	30	62	99	1298		
DEMAND	6	19	10	0	98	118	1366		
DEMAND	6	19	10	30	80	113	1176		
DEMAND	6	19	11	0	83	110	1364		
DEMAND	6	19	11	30	79	111	1249		
DEMAND	6	19	12	0	55	111	1055		
DEMAND	6	19	12	30	55	113	1084		
DEMAND	6	19	13	0	84	116	1305		
DEMAND	6	19	13	30	59	104	1095		
DEMAND	6	19	14	0	70	102	1123		
DEMAND	6	19	14	30	74	102	1254		
DEMAND	6	19	15	0	98	93	1144		
DEMAND	6	19	15	30	54	112	1323		
DEMAND	6	19	16	0	75	112	1115		
DEMAND	6	19	16	30	71	107	1012		
DEMAND	6	19	17	0	61	116	1076		
DEMAND	6	19	17	30	73	108	1129		
DEMAND	6	19	18	0	65	107	1059		
DEMAND	6	19	18	30	77	119	1106		
DEMAND	6	19	19	0	78	116	1217		
DEMAND	6	19	19	30	99	112	1237		
DEMAND	6	19	20	0	67	115	1241		
DEMAND	6	19	20	30	42	111	1419		
DEMAND	6	19	21	0	67	118	1305		
DEMAND	6	19	21	30	74	107	1134		
DEMAND	6	19	22	0	73	108	1281		
DEMAND	6	19	22	30	69	112	1075		
DEMAND	6	19	23	0	81	113	1135		
DEMAND	6	19	23	30	46	115	1096		
DEMAND	6	19	24	0	88	110	1292		
DEMAND	6	19	24	30	78	107	1286		
DEMAND	6	19	25	0	65	103	1188		
DEMAND	6	19	25	30	44	110	1099		
DEMAND	6	19	26	0	66	106	1152		
DEMAND	6	19	26	30	73	104	1293		
DEMAND	6	19	27	0	56	114	1387		
DEMAND	6	19	27	30	60	112	1394		
DEMAND	6	19	28	0	56	103	1350		
DEMAND	6	19	28	30	49	108	1110		
DEMAND	6	19	29	0	65	117	1139		
DEMAND	6	19	29	30	59	109	1228		
DEMAND	6	19	30	0	83	105	1429		
DEMAND	6	19	30	30	51	116	1180		
DEMAND	6	19	31	0	46	108	1212		
DEMAND	6	19	31	30	47	116	1413		
DEMAND	6	19	32	0	65	109	1362		
DEMAND	6	19	32	30	55	107	1186		
DEMAND	6	19	33	0	51	108	1395		
DEMAND	6	19	33	30	39	118	1228		
DEMAND	6	19	34	0	60	109	1382		
DEMAND	6	19	34	30	51	109	1249		
DEMAND	6	19	35	0	88	108	1354		
DEMAND	6	19	35	30	48	110	1299		
DEMAND	6	19	36	0	67	119	1167		
DEMAND	6	19	36	30	53	110	1383		
DEMAND	6	19	37	0	37	107	1287		
DEMAND	6	19	37	30	74	115	1397		
DEMAND	6	19	38	0	33	118	1192		
DEMAND	6	19	38	30	60	113	1437		
DEMAND	6	19	39	0	71	118	1412		
DEMAND	6	19	39	30	49	112	1434		
DEMAND	6	19	40	0	42	111	1255		
DEMAND	6	19	40	30	40	110	1457		
DEMAND	6	19	41	0	31	115	1295		
DEMAND	6	19	41	30	60	105	1254		
DEMAND	6	19	42	0	56	104	1345		
DEMAND	6	19	42	30	62	99	1368		
DEMAND	6	19	43	0	44	118	1364		
DEMAND	6	19	43	30	56	101	1414		
DEMAND	6	19	44	0	23	107	1502		
DEMAND	6	19	44	30	34	108	1484		
DEMAND	6	19	45	0	51	104	1498		
DEMAND	6	19	45	30	59	112	1359		
DEMAND	6	19	46	0	57	118	1400		
DEMAND	6	19	46	30	60	114	1251		
DEMAND	6	19	47	0	59	107	1256		
DEMAND	6	19	47	30	43	122	1337		
DEMAND	6	19	48	0	59	111	1488		
DEMAND	6	19	48	30	42	116	1441		
DEMAND	6	19	49	0	38	115	1327		
DEMAND	6	19	49	30	52	109	1552		
DEMAND	6	19	50	0	39	108	1322		
DEMAND	6	19	50	30	53	110	1315		
DEMAND	6	19	51	0	35	107	1591		
DEMAND	6	19	51	30	38	123	1480		
DEMAND	6	19	52	0	36	119	1309		
DEMAND	6	19	52	30	57	106	1368		
DEMAND	6	19	53	0	39	112	1400		
DEMAND	6	19	53	30	44	113	1434		
DEMAND	6	19	54	0	53	116	1390		
DEMAND	6	19	54	30	37	112	1536		
DEMAND	6	19	55	0	38	110	1271		
DEMAND	6	19	55	30	50	102	1516		
DEMAND	6	19	56	0	34	116	1420		
DEMAND	6	19	56	30	48	113	1425		
DEMAND	6	19	57	0	27	110	1372		
DEMAND	6	19	57	30	25	106	1330		
DEMAND	6	19	58	0	35	101	1487		
DEMAND	6	19	58	30	35	117	1561		
DEMAND	6	19	59	0	23	119	1469		
DEMAND	6	19	59	30	57	109	1335		
DEMAND	6	20	0	0	29	100	1533		
DEMAND	6	20	0	30	55	111	1435		
DEMAND	6	20	1	0	34	116	1453		
DEMAND	6	20	1	30	27	115	1539		
DEMAND	6	20	2	0	18	106	1488		
DEMAND	6	20	2	30	26	110	1466		
DEMAND	6	20	3	0	31	118	1501		
DEMAND	6	20	3	30	39	119	1563		
DEMAND	6	20	4	0	50	117	1513		
DEMAND	6	20	4	30	19	122	1416		
DEMAND	6	20	5	0	17	113	1369		
DEMAND	6	20	5	30	45	111	1405		
DEMAND	6	20	6	0	35	112	1442		
DEMAND	6	20	6	30	32	107	1613		
DEMAND	6	20	7	0	34	119	1502		
DEMAND	6	20	7	30	28	112	1602		
DEMAND	6	20	8	0	20	113	1611		
DEMAND	6	20	8	30	38	116	1582		
DEMAND	6	20	9	0	41	103	1570		
DEMAND	6	20	9	30	18	106	1503		
DEMAND	6	20	10	0	35	97	1515		
DEMAND	6	20	10	30	20	107	1468		
DEMAND	6	20	11	0	25	112	1577		
DEMAND	6	20	11	30	49	107	1563		
DEMAND	6	20	12	0	38	99	1409		
DEMAND	6	20	12	30	23	103	1399		
DEMAND	6	20	13	0	22	97	1575		
DEMAND	6	20	13	30	29	120	1491		
DEMAND	6	20	14	0	37	120	1522		
DEMAND	6	20	14	30	25	114	1423		
DEMAND	6	20	15	0	34	111	1555		
DEMAND	6	20	15	30	31	103	1590		
DEMAND	6	20	16	0	18	121	1569		
DEMAND	6	20	16	30	25	118	1511		
DEMAND	6	20	17	0	31	119	1648		
DEMAND	6	20	17	30	32	115	1539		
DEMAND	6	20	18	0	24	97	1584		
DEMAND	6	20	18	30	30	110	1518		
DEMAND	6	20	19	0	29	111	1456		
DEMAND	6	20	19	30	23	103	1424		
DEMAND	6	20	20	0	36	96	1477		
DEMAND	6	20	20	30	29	97	1592		
DEMAND	6	20	21	0	28	116	1540		
DEMAND	6	20	21	30	31	116	1504		
DEMAND	6	20	22	0	36	93	1558		
DEMAND	6	20	22	30	32	99	1541		
DEMAND	6	20	23	0	26	116	1566		
DEMAND	6	20	23	30	22	100	1607		
DEMAND	6	20	24	0	27	104	1596		
DEMAND	6	20	24	30	21	105	1611		
DEMAND	6	20	25	0	37	100	1475		
DEMAND	6	20	25	30	22	90	1549		
DEMAND	6	20	26	0	19	121	1546		
DEMAND	6	20	26	30	30	126	1618		
DEMAND	6	20	27	0	12	107	1479		
DEMAND	6	20	27	30	23	106	1644		
DEMAND	6	20	28	0	16	109	1564		
DEMAND	6	20	28	30	27	114	1596		
DEMAND	6	20	29	0	31	105	1630		
DEMAND	6	20	29	30	32	107	1630		
DEMAND	6	20	30	0	12	83	1597		
DEMAND	6	20	30	30	31	101	1616		
DEMAND	6	20	31	0	19	122	1578		
DEMAND	6	20	31	30	26	96	1599		
DEMAND	6	20	32	0	12	112	1580		
DEMAND	6	20	32	30	20	113	1679		
DEMAND	6	20	33	0	8	128	1518		
DEMAND	6	20	33	30	15	108	1658		
DEMAND	6	20	34	0	26	92	1574		
DEMAND	6	20	34	30	21	117	1669		
DEMAND	6	20	35	0	20	101	1563		
DEMAND	6	20	35	30	27	84	1615		
DEMAND	6	20	36	0	24	88	1602		
DEMAND	6	20	36	30	12	81	1656		
DEMAND	6	20	37	0	7	113	1663		
DEMAND	6	20	37	30	13	87	1646		
DEMAND	6	20	38	0	14	107	1642		
DEMAND	6	20	38	30	28	96	1518		
DEMAND	6	20	39	0	6	96	1524		
DEMAND	6	20	39	30	20	108	1591		
DEMAND	6	20	40	0	22	105	1596		
DEMAND	6	20	40	30	25	104	1649		
DEMAND	6	20	41	0	31	115	1644		
DEMAND	6	20	41	30	26	95	1545		
DEMAND	6	20	42	0	22	112	1670		
DEMAND	6	20	42	30	22	113	1695		
DEMAND	6	20	43	0	24	109	1556		
DEMAND	6	20	43	30	11	112	1569		
DEMAND	6	20	44	0	26	84	1573		
DEMAND	6	20	44	30	18	100	1668		
DEMAND	6	20	45	0	24	70	1598		
DEMAND	6	20	45	30	18	111	1637		
DEMAND	6	20	46	0	27	74	1656		
DEMAND	6	20	46	30	25	80	1625		
DEMAND	6	20	47	0	17	81	1603		
DEMAND	6	20	47	30	23	70	1619		
DEMAND	6	20	48	0	10	103	1617		
DEMAND	6	20	48	30	25	77	1603		
DEMAND	6	20	49	0	9	86	1619		
DEMAND	6	20	49	30	19	82	1583		
DEMAND	6	20	50	0	24	109	1643		
DEMAND	6	20	50	30	11	118	1619		
DEMAND	6	20	51	0	32	78	1532		
DEMAND	6	20	51	30	20	79	1626		
DEMAND	6	20	52	0	23	97	1590		
DEMAND	6	20	52	30	15	96	1621		
DEMAND	6	20	53	0	18	73	1720		
DEMAND	6	20	53	30	9	100	1636		
DEMAND	6	20	54	0	30	80	1658		
DEMAND	6	20	54	30	26	103	1628		
DEMAND	6	20	55	0	16	88	1620		
DEMAND	6	20	55	30	21	90	1685		
DEMAND	6	20	56	0	26	109	1633		
DEMAND	6	20	56	30	16	76	1651		
DEMAND	6	20	57	0	20	110	1670		
DEMAND	6	20	57	30	15	98	1599		
DEMAND	6	20	58	0	17	88	1602		
DEMAND	6	20	58	30	27	108	1662		
DEMAND	6	20	59	0	14	97	1691		
DEMAND	6	20	59	30	7	79	1686		
DEMAND	6	21	0	0	19	76	1627		
DEMAND	6	21	0	30	25	107	1688		
DEMAND	6	21	1	0	10	82	1637		
DEMAND	6	21	1	30	21	117	1712		
DEMAND	6	21	2	0	26	73	1633		
DEMAND	6	21	2	30	27	111	1711		
DEMAND	6	21	3	0	30	117	1664		
DEMAND	6	21	3	30	14	87	1722		
DEMAND	6	21	4	0	21	77	1711		
DEMAND	6	21	4	30	18	113	1703		
DEMAND	6	21	5	0	20	80	1598		
DEMAND	6	21	5	30	21	83	1663		
DEMAND	6	21	6	0	35	117	1694		
DEMAND	6	21	6	30	22	82	1635		
DEMAND	6	21	7	0	13	75	1696		
DEMAND	6	21	7	30	14	94	1645		
DEMAND	6	21	8	0	9	116	1635		
DEMAND	6	21	8	30	7	69	1663		
DEMAND	6	21	9	0	15	101	1689		
DEMAND	6	21	9	30	28	74	1617		
DEMAND	6	21	10	0	22	87	1632		
DEMAND	6	21	10	30	15	82	1651		
DEMAND	6	21	11	0	7	119	1721		
DEMAND	6	21	11	30	36	95	1722		
DEMAND	6	21	12	0	18	100	1701		
DEMAND	6	21	12	30	1	102	1659		
DEMAND	6	21	13	0	12	78	1602		
DEMAND	6	21	13	30	26	101	1653		
DEMAND	6	21	14	0	28	67	1599		
DEMAND	6	21	14	30	13	109	1614		
DEMAND	6	21	15	0	13	101	1677		
DEMAND	6	21	15	30	17	103	1674		
DEMAND	6	21	16	0	16	97	1683		
DEMAND	6	21	16	30	23	109	1611		
DEMAND	6	21	17	0	26	86	1639		
DEMAND	6	21	17	30	29	73	1727		
DEMAND	6	21	18	0	7	78	1605		
DEMAND	6	21	18	30	5	80	1674		
DEMAND	6	21	19	0	11	107	1711		
DEMAND	6	21	19	30	9	106	1643		
DEMAND	6	21	20	0	13	85	1697		
DEMAND	6	21	20	30	37	85	1621		
DEMAND	6	21	21	0	11	99	1707		
DEMAND	6	21	21	30	8	87	1643		
DEMAND	6	21	22	0	33	78	1631		
DEMAND	6	21	22	30	36	102	1749		
DEMAND	6	21	23	0	40	103	1660		
DEMAND	6	21	23	30	8	69	1675		
DEMAND	6	21	24	0	16	73	1636		
DEMAND	6	21	24	30	2	96	1621		
DEMAND	6	21	25	0	22	82	1623		
DEMAND	6	21	25	30	18	83	1713		
DEMAND	6	21	26	0	29	58	1697		
DEMAND	6	21	26	30	29	98	1548		
DEMAND	6	21	27	0	14	69	1604		
DEMAND	6	21	27	30	12	60	1661		
DEMAND	6	21	28	0	7	90	1743		
DEMAND	6	21	28	30	16	66	1648		
DEMAND	6	21	29	0	7	73	1631		
DEMAND	6	21	29	30	5	81	1613		
DEMAND	6	21	30	0	28	111	1668		
DEMAND	6	21	30	30	22	74	1649		
DEMAND	6	21	31	0	38	72	1671		
DEMAND	6	21	31	30	13	104	1639		
DEMAND	6	21	32	0	21	75	1623		
DEMAND	6	21	32	30	37	88	1657		
DEMAND	6	21	33	0	46	77	1699		
DEMAND	6	21	33	30	14	72	1685		
DEMAND	6	21	34	0	23	82	1694		
DEMAND	6	21	34	30	23	87	1668		
DEMAND	6	21	35	0	48	73	1718		
DEMAND	6	21	35	30	42	92	1750		
DEMAND	6	21	36	0	26	79	1621		
DEMAND	6	21	36	30	35	70	1719		
DEMAND	6	21	37	0	28	84	1736		
DEMAND	6	21	37	30	14	101	1749		
DEMAND	6	21	38	0	7	84	1691		
DEMAND	6	21	38	30	4	86	1515		
DEMAND	6	21	39	0	38	59	1635		
DEMAND	6	21	39	30	46	59	1604		
DEMAND	6	21	40	0	17	57	1690		
DEMAND	6	21	40	30	53	100	1578		
DEMAND	6	21	41	0	39	75	1672		
DEMAND	6	21	41	30	46	86	1724		
DEMAND	6	21	42	0	40	72	1634		
DEMAND	6	21	42	30	30	93	1709		
DEMAND	6	21	43	0	44	79	1515		
DEMAND	6	21	43	30	23	81	1706		
DEMAND	6	21	44	0	21	80	1607		
DEMAND	6	21	44	30	16	82	1724		
DEMAND	6	21	45	0	20	83	1611		
DEMAND	6	21	45	30	30	71	1671		
DEMAND	6	21	46	0	46	94	1682		
DEMAND	6	21	46	30	18	90	1536		
DEMAND	6	21	47	0	17	43	1695		
DEMAND	6	21	47	30	23	65	1695		
DEMAND	6	21	48	0	24	70	1650		
DEMAND	6	21	48	30	54	76	1578		
DEMAND	6	21	49	0	29	99	1625		
DEMAND	6	21	49	30	9	89	1683		
DEMAND	6	21	50	0	8	97	1662		
DEMAND	6	21	50	30	7	58	1681		
DEMAND	6	21	51	0	12	53	1728		
DEMAND	6	21	51	30	15	58	1753		
DEMAND	6	21	52	0	51	95	1600		
DEMAND	6	21	52	30	26	78	1574		
DEMAND	6	21	53	0	16	57	1630		
DEMAND	6	21	53	30	7	52	1692		
DEMAND	6	21	54	0	38	96	1644		
DEMAND	6	21	54	30	29	75	1704		
DEMAND	6	21	55	0	29	79	1542		
DEMAND	6	21	55	30	27	71	1705		
DEMAND	6	21	56	0	15	72	1495		
DEMAND	6	21	56	30	48	64	1575		
DEMAND	6	21	57	0	45	48	1599		
DEMAND	6	21	57	30	45	40	1565		
DEMAND	6	21	58	0	22	84	1503		
DEMAND	6	21	58	30	37	76	1500		
DEMAND	6	21	59	0	12	71	1683		
DEMAND	6	21	59	30	50	49	1609		
DEMAND	6	22	0	0	27	69	1707		
DEMAND	6	22	0	30	45	86	1558		
DEMAND	6	22	1	0	43	55	1622		
DEMAND	6	22	1	30	50	57	1603		
DEMAND	6	22	2	0	38	80	1586		
DEMAND	6	22	2	30	16	68	1461		
DEMAND	6	22	3	0	21	56	1556		
DEMAND	6	22	3	30	8	68	1522		
DEMAND	6	22	4	0	21	68	1481		
DEMAND	6	22	4	30	32	52	1702		
DEMAND	6	22	5	0	64	55	1601		
DEMAND	6	22	5	30	35	74	1398		
DEMAND	6	22	6	0	40	59	1464		
DEMAND	6	22	6	30	17	78	1678		
DEMAND	6	22	7	0	27	63	1480		
DEMAND	6	22	7	30	26	69	1649		
DEMAND	6	22	8	0	66	97	1465		
DEMAND	6	22	8	30	56	86	1705		
DEMAND	6	22	9	0	57	95	1603		
DEMAND	6	22	9	30	49	71	1432		
DEMAND	6	22	10	0	16	70	1588		
DEMAND	6	22	10	30	37	69	1410		
DEMAND	6	22	11	0	37	65	1620		
DEMAND	6	22	11	30	41	50	1719		
DEMAND	6	22	12	0	63	54	1649		
DEMAND	6	22	12	30	58	73	1603		
DEMAND	6	22	13	0	35	58	1424		
DEMAND	6	22	13	30	28	89	1653		
DEMAND	6	22	14	0	55	75	1546		
DEMAND	6	22	14	30	55	75	1712		
DEMAND	6	22	15	0	29	50	1688		
DEMAND	6	22	15	30	64	64	1655		
DEMAND	6	22	16	0	22	48	1648		
DEMAND	6	22	16	30	46	52	1680		
DEMAND	6	22	17	0	60	58	1554		
DEMAND	6	22	17	30	23	47	1578		
DEMAND	6	22	18	0	53	75	1685		
DEMAND	6	22	18	30	44	93	1535		
DEMAND	6	22	19	0	63	81	1478		
DEMAND	6	22	19	30	48	43	1386		
DEMAND	6	22	20	0	53	47	1683		
DEMAND	6	22	20	30	42	80	1678		
DEMAND	6	22	21	0	47	47	1469		
DEMAND	6	22	21	30	29	74	1500		
DEMAND	6	22	22	0	40	61	1469		
DEMAND	6	22	22	30	63	61	1479		
DEMAND	6	22	23	0	56	62	1453		
DEMAND	6	22	23	30	47	43	1656		
DEMAND	6	22	24	0	23	66	1399		
DEMAND	6	22	24	30	57	54	1459		
DEMAND	6	22	25	0	53	81	1637		
DEMAND	6	22	25	30	41	32	1666		
DEMAND	6	22	26	0	26	44	1491		
DEMAND	6	22	26	30	53	45	1379		
DEMAND	6	22	27	0	39	61	1479		
DEMAND	6	22	27	30	48	77	1530		
DEMAND	6	22	28	0	51	57	1411		
DEMAND	6	22	28	30	67	54	1608		
DEMAND	6	22	29	0	61	65	1610		
DEMAND	6	22	29	30	57	66	1595		
DEMAND	6	22	30	0	58	53	1571		
DEMAND	6	22	30	30	74	72	1535		
DEMAND	6	22	31	0	25	77	1538		
DEMAND	6	22	31	30	39	54	1511		
DEMAND	6	22	32	0	42	57	1631		
DEMAND	6	22	32	30	28	69	1537		
DEMAND	6	22	33	0	65	69	1390		
DEMAND	6	22	33	30	46	47	1474		
DEMAND	6	22	34	0	48	55	1594		
DEMAND	6	22	34	30	68	54	1418		
DEMAND	6	22	35	0	65	61	1463		
DEMAND	6	22	35	30	80	48	1305		
DEMAND	6	22	36	0	34	45	1485		
DEMAND	6	22	36	30	70	77	1478		
DEMAND	6	22	37	0	62	64	1447		
DEMAND	6	22	37	30	78	71	1339		
DEMAND	6	22	38	0	61	45	1614		
DEMAND	6	22	38	30	42	57	1428		
DEMAND	6	22	39	0	57	68	1447		
DEMAND	6	22	39	30	47	42	1567		
DEMAND	6	22	40	0	46	47	1404		
DEMAND	6	22	40	30	77	46	1440		
DEMAND	6	22	41	0	43	51	1406		
DEMAND	6	22	41	30	90	46	1430		
DEMAND	6	22	42	0	68	56	1617		
DEMAND	6	22	42	30	65	83	1467		
DEMAND	6	22	43	0	83	48	1403		
DEMAND	6	22	43	30	51	45	1473		
DEMAND	6	22	44	0	47	76	1408		
DEMAND	6	22	44	30	41	51	1437		
DEMAND	6	22	45	0	69	50	1364		
DEMAND	6	22	45	30	57	50	1432		
DEMAND	6	22	46	0	38	51	1382		
DEMAND	6	22	46	30	44	39	1631		
DEMAND	6	22	47	0	55	62	1503		
DEMAND	6	22	47	30	72	41	1388		
DEMAND	6	22	48	0	89	63	1429		
DEMAND	6	22	48	30	41	57	1615		
DEMAND	6	22	49	0	77	52	1627		
DEMAND	6	22	49	30	73	74	1588		
DEMAND	6	22	50	0	72	52	1318		
DEMAND	6	22	50	30	56	54	1245		
DEMAND	6	22	51	0	58	51	1239		
DEMAND	6	22	51	30	74	52	1280		
DEMAND	6	22	52	0	81	57	1285		
DEMAND	6	22	52	30	48	76	1515		
DEMAND	6	22	53	0	57	71	1542		
DEMAND	6	22	53	30	74	42	1404		
DEMAND	6	22	54	0	50	63	1302		
DEMAND	6	22	54	30	77	57	1420		
DEMAND	6	22	55	0	44	76	1333		
DEMAND	6	22	55	30	45	43	1305		
DEMAND	6	22	56	0	92	46	1280		
DEMAND	6	22	56	30	72	51	1225		
DEMAND	6	22	57	0	48	70	1471		
DEMAND	6	22	57	30	54	64	1429		
DEMAND	6	22	58	0	75	64	1289		
DEMAND	6	22	58	30	69	62	1460		
DEMAND	6	22	59	0	93	53	1550		
DEMAND	6	22	59	30	44	58	1230		
DEMAND	6	23	0	0	72	52	1396		
DEMAND	6	23	0	30	80	73	1576		
DEMAND	6	23	1	0	67	60	1283		
DEMAND	6	23	1	30	59	57	1469		
DEMAND	6	23	2	0	43	66	1512		
DEMAND	6	23	2	30	59	65	1328		
DEMAND	6	23	3	0	60	63	1524		
DEMAND	6	23	3	30	82	63	1345		
DEMAND	6	23	4	0	99	47	1375		
DEMAND	6	23	4	30	83	61	1353		
DEMAND	6	23	5	0	55	52	1538		
DEMAND	6	23	5	30	76	60	1520		
DEMAND	6	23	6	0	82	56	1469		
DEMAND	6	23	6	30	72	67	1408		
DEMAND	6	23	7	0	73	52	1477		
DEMAND	6	23	7	30	65	44	1195		
DEMAND	6	23	8	0	63	62	1190		
DEMAND	6	23	8	30	51	46	1169		
DEMAND	6	23	9	0	73	62	1242		
DEMAND	6	23	9	30	84	63	1347		
DEMAND	6	23	10	0	48	62	1502		
DEMAND	6	23	10	30	76	71	1238		
DEMAND	6	23	11	0	75	48	1436		
DEMAND	6	23	11	30	75	60	1479		
