; MSControl_Server Game File									
; Apr 6th									
; Andrew Stokes									
;									
;	Profit	W.cost	J.cost	D.cost					
DEMAND	0	10	49	30	1268	808	116		
DEMAND	0	10	50	0	1262	839	140		
DEMAND	0	10	50	30	1277	808	122		
DEMAND	0	10	51	0	1231	776	141		
DEMAND	0	10	51	30	1238	833	130		
DEMAND	0	10	52	0	1257	782	124		
DEMAND	0	10	52	30	1252	816	132		
DEMAND	0	10	53	0	1178	832	118		
DEMAND	0	10	53	30	1178	832	141		
DEMAND	0	10	54	0	1220	816	127		
DEMAND	0	10	54	30	1221	791	133		
DEMAND	0	10	55	0	1212	784	119		
DEMAND	0	10	55	30	1229	823	143		
DEMAND	0	10	56	0	1255	796	136		
DEMAND	0	10	56	30	1255	800	140		
DEMAND	0	10	57	0	1246	809	118		
DEMAND	0	10	57	30	1181	825	114		
DEMAND	0	10	58	0	1220	831	136		
DEMAND	0	10	58	30	1239	826	116		
DEMAND	0	10	59	0	1214	828	121		
DEMAND	0	10	59	30	1196	826	128		
DEMAND	0	11	0	0	1181	802	143		
DEMAND	0	11	0	30	1216	833	126		
DEMAND	0	11	1	0	1168	800	123		
DEMAND	0	11	1	30	1227	833	137		
DEMAND	0	11	2	0	1198	818	128		
DEMAND	0	11	2	30	1146	833	130		
DEMAND	0	11	3	0	1152	801	132		
DEMAND	0	11	3	30	1144	835	127		
DEMAND	0	11	4	0	1183	797	118		
DEMAND	0	11	4	30	1207	842	114		
DEMAND	0	11	5	0	1164	802	122		
DEMAND	0	11	5	30	1145	812	124		
DEMAND	0	11	6	0	1154	819	131		
DEMAND	0	11	6	30	1148	810	117		
DEMAND	0	11	7	0	1178	813	135		
DEMAND	0	11	7	30	1174	821	128		
DEMAND	0	11	8	0	1153	810	120		
DEMAND	0	11	8	30	1212	839	111		
DEMAND	0	11	9	0	1148	819	138		
DEMAND	0	11	9	30	1189	804	133		
DEMAND	0	11	10	0	1132	835	140		
DEMAND	0	11	10	30	1162	810	125		
DEMAND	0	11	11	0	1182	818	130		
DEMAND	0	11	11	30	1149	842	126		
DEMAND	0	11	12	0	1198	814	121		
DEMAND	0	11	12	30	1119	817	134		
DEMAND	0	11	13	0	1170	821	119		
DEMAND	0	11	13	30	1148	804	127		
DEMAND	0	11	14	0	1130	834	126		
DEMAND	0	11	14	30	1108	801	122		
DEMAND	0	11	15	0	1159	827	131		
DEMAND	0	11	15	30	1160	819	137		
DEMAND	0	11	16	0	1111	838	140		
DEMAND	0	11	16	30	1152	822	125		
DEMAND	0	11	17	0	1094	827	119		
DEMAND	0	11	17	30	1090	815	117		
DEMAND	0	11	18	0	1091	833	126		
DEMAND	0	11	18	30	1155	830	138		
DEMAND	0	11	19	0	1120	836	136		
DEMAND	0	11	19	30	1132	808	134		
DEMAND	0	11	20	0	1107	811	138		
DEMAND	0	11	20	30	1088	838	128		
DEMAND	0	11	21	0	1093	819	138		
DEMAND	0	11	21	30	1146	824	137		
DEMAND	0	11	22	0	1118	836	139		
DEMAND	0	11	22	30	1072	841	135		
DEMAND	0	11	23	0	1136	833	134		
DEMAND	0	11	23	30	1117	833	127		
DEMAND	0	11	24	0	1131	823	127		
DEMAND	0	11	24	30	1095	816	135		
DEMAND	0	11	25	0	1141	818	127		
DEMAND	0	11	25	30	1056	833	120		
DEMAND	0	11	26	0	1093	827	116		
DEMAND	0	11	26	30	1069	837	115		
DEMAND	0	11	27	0	1140	824	127		
DEMAND	0	11	27	30	1055	826	123		
DEMAND	0	11	28	0	1111	809	117		
DEMAND	0	11	28	30	1089	832	138		
DEMAND	0	11	29	0	1111	849	130		
DEMAND	0	11	29	30	1106	831	123		
DEMAND	0	11	30	0	1063	828	122		
DEMAND	0	11	30	30	1053	812	123		
DEMAND	0	11	31	0	1055	850	134		
DEMAND	0	11	31	30	1087	825	133		
DEMAND	0	11	32	0	1096	823	125		
DEMAND	0	11	32	30	1039	829	123		
DEMAND	0	11	33	0	1074	827	120		
DEMAND	0	11	33	30	1054	833	117		
DEMAND	0	11	34	0	1045	817	121		
DEMAND	0	11	34	30	1093	821	139		
DEMAND	0	11	35	0	1048	842	132		
DEMAND	0	11	35	30	1098	822	130		
DEMAND	0	11	36	0	1099	830	119		
DEMAND	0	11	36	30	1023	807	122		
DEMAND	0	11	37	0	1062	830	135		
DEMAND	0	11	37	30	1043	802	133		
DEMAND	0	11	38	0	1084	833	128		
DEMAND	0	11	38	30	1079	818	123		
DEMAND	0	11	39	0	1019	813	121		
DEMAND	0	11	39	30	1012	827	122		
DEMAND	0	11	40	0	1065	813	117		
DEMAND	0	11	40	30	1088	821	128		
DEMAND	0	11	41	0	1017	812	114		
DEMAND	0	11	41	30	1014	829	124		
DEMAND	0	11	42	0	1016	826	129		
DEMAND	0	11	42	30	1046	810	134		
DEMAND	0	11	43	0	1073	806	130		
DEMAND	0	11	43	30	1054	815	132		
DEMAND	0	11	44	0	1039	818	126		
DEMAND	0	11	44	30	1017	836	126		
DEMAND	0	11	45	0	1021	822	117		
DEMAND	0	11	45	30	995	815	123		
DEMAND	0	11	46	0	999	808	126		
DEMAND	0	11	46	30	1002	831	129		
DEMAND	0	11	47	0	981	832	132		
DEMAND	0	11	47	30	1021	818	131		
DEMAND	0	11	48	0	1022	812	114		
DEMAND	0	11	48	30	988	816	115		
DEMAND	0	11	49	0	1050	804	125		
DEMAND	0	11	49	30	1028	816	127		
DEMAND	0	11	50	0	1055	829	134		
DEMAND	0	11	50	30	1047	805	130		
DEMAND	0	11	51	0	1050	822	117		
DEMAND	0	11	51	30	991	806	128		
DEMAND	0	11	52	0	1028	820	133		
DEMAND	0	11	52	30	989	824	134		
DEMAND	0	11	53	0	978	822	117		
DEMAND	0	11	53	30	1014	823	130		
DEMAND	0	11	54	0	992	814	132		
DEMAND	0	11	54	30	976	809	118		
DEMAND	0	11	55	0	1025	797	119		
DEMAND	0	11	55	30	983	817	124		
DEMAND	0	11	56	0	997	816	129		
DEMAND	0	11	56	30	1012	820	114		
DEMAND	0	11	57	0	959	815	131		
DEMAND	0	11	57	30	1027	815	124		
DEMAND	0	11	58	0	1008	809	127		
DEMAND	0	11	58	30	999	805	131		
DEMAND	0	11	59	0	967	799	120		
DEMAND	0	11	59	30	982	793	125		
DEMAND	0	12	0	0	948	810	116		
DEMAND	0	12	0	30	974	803	127		
DEMAND	0	12	1	0	961	784	129		
DEMAND	0	12	1	30	946	807	122		
DEMAND	0	12	2	0	958	792	121		
DEMAND	0	12	2	30	958	804	125		
DEMAND	0	12	3	0	986	809	127		
DEMAND	0	12	3	30	1006	788	120		
DEMAND	0	12	4	0	936	786	120		
DEMAND	0	12	4	30	938	810	123		
DEMAND	0	12	5	0	948	805	122		
DEMAND	0	12	5	30	966	786	113		
DEMAND	0	12	6	0	944	799	128		
DEMAND	0	12	6	30	938	798	122		
DEMAND	0	12	7	0	981	799	123		
DEMAND	0	12	7	30	943	779	126		
DEMAND	0	12	8	0	971	798	120		
DEMAND	0	12	8	30	977	793	117		
DEMAND	0	12	9	0	984	800	119		
DEMAND	0	12	9	30	966	770	120		
DEMAND	0	12	10	0	925	790	118		
DEMAND	0	12	10	30	924	793	117		
DEMAND	0	12	11	0	973	772	119		
DEMAND	0	12	11	30	953	782	124		
DEMAND	0	12	12	0	917	792	120		
DEMAND	0	12	12	30	964	783	115		
DEMAND	0	12	13	0	928	799	119		
DEMAND	0	12	13	30	948	790	121		
DEMAND	0	12	14	0	956	767	116		
DEMAND	0	12	14	30	924	790	114		
DEMAND	0	12	15	0	933	768	114		
DEMAND	0	12	15	30	924	790	120		
DEMAND	0	12	16	0	943	780	116		
DEMAND	0	12	16	30	934	770	115		
DEMAND	0	12	17	0	911	776	123		
DEMAND	0	12	17	30	951	767	123		
DEMAND	0	12	18	0	920	789	119		
DEMAND	0	12	18	30	923	773	117		
DEMAND	0	12	19	0	934	771	123		
DEMAND	0	12	19	30	955	772	117		
DEMAND	0	12	20	0	952	783	119		
DEMAND	0	12	20	30	911	767	121		
DEMAND	0	12	21	0	944	755	112		
DEMAND	0	12	21	30	919	754	114		
DEMAND	0	12	22	0	905	752	112		
DEMAND	0	12	22	30	921	750	118		
DEMAND	0	12	23	0	900	765	116		
DEMAND	0	12	23	30	903	769	112		
DEMAND	0	12	24	0	904	774	115		
DEMAND	0	12	24	30	928	758	111		
DEMAND	0	12	25	0	939	752	115		
DEMAND	0	12	25	30	908	745	110		
DEMAND	0	12	26	0	908	755	115		
DEMAND	0	12	26	30	924	757	110		
DEMAND	0	12	27	0	891	738	113		
DEMAND	0	12	27	30	893	766	117		
DEMAND	0	12	28	0	901	739	109		
DEMAND	0	12	28	30	894	734	107		
DEMAND	0	12	29	0	894	743	113		
DEMAND	0	12	29	30	897	753	111		
DEMAND	0	12	30	0	893	752	113		
DEMAND	0	12	30	30	897	759	115		
DEMAND	0	12	31	0	897	731	109		
DEMAND	0	12	31	30	892	763	110		
DEMAND	0	12	32	0	884	757	109		
DEMAND	0	12	32	30	885	735	114		
DEMAND	0	12	33	0	895	748	109		
DEMAND	0	12	33	30	916	754	107		
DEMAND	0	12	34	0	906	723	109		
DEMAND	0	12	34	30	885	726	109		
DEMAND	0	12	35	0	902	707	110		
DEMAND	0	12	35	30	884	741	109		
DEMAND	0	12	36	0	899	733	109		
DEMAND	0	12	36	30	881	744	111		
DEMAND	0	12	37	0	892	712	114		
DEMAND	0	12	37	30	899	708	111		
DEMAND	0	12	38	0	898	722	111		
DEMAND	0	12	38	30	881	726	113		
DEMAND	0	12	39	0	893	729	105		
DEMAND	0	12	39	30	883	732	108		
DEMAND	0	12	40	0	884	713	108		
DEMAND	0	12	40	30	890	734	110		
DEMAND	0	12	41	0	873	713	106		
DEMAND	0	12	41	30	879	727	107		
DEMAND	0	12	42	0	889	698	109		
DEMAND	0	12	42	30	901	720	110		
DEMAND	0	12	43	0	896	695	110		
DEMAND	0	12	43	30	887	685	106		
DEMAND	0	12	44	0	884	688	105		
DEMAND	0	12	44	30	880	695	111		
DEMAND	0	12	45	0	880	684	106		
DEMAND	0	12	45	30	875	705	107		
DEMAND	0	12	46	0	883	697	103		
DEMAND	0	12	46	30	876	689	105		
DEMAND	0	12	47	0	884	719	109		
DEMAND	0	12	47	30	882	689	110		
DEMAND	0	12	48	0	874	695	106		
DEMAND	0	12	48	30	871	700	106		
DEMAND	0	12	49	0	880	679	104		
DEMAND	0	12	49	30	884	699	107		
DEMAND	0	12	50	0	882	682	106		
DEMAND	0	12	50	30	868	683	105		
DEMAND	0	12	51	0	874	700	103		
DEMAND	0	12	51	30	866	669	105		
DEMAND	0	12	52	0	875	673	106		
DEMAND	0	12	52	30	872	686	104		
DEMAND	0	12	53	0	863	652	103		
DEMAND	0	12	53	30	874	651	102		
DEMAND	0	12	54	0	866	684	104		
DEMAND	0	12	54	30	867	660	106		
DEMAND	0	12	55	0	881	681	103		
DEMAND	0	12	55	30	876	677	106		
DEMAND	0	12	56	0	864	679	103		
DEMAND	0	12	56	30	860	684	107		
DEMAND	0	12	57	0	872	639	101		
DEMAND	0	12	57	30	870	657	104		
DEMAND	0	12	58	0	876	673	101		
DEMAND	0	12	58	30	868	683	103		
DEMAND	0	12	59	0	867	669	103		
DEMAND	0	12	59	30	864	678	101		
DEMAND	0	13	0	0	865	691	101		
DEMAND	0	13	0	30	862	672	104		
DEMAND	0	13	1	0	863	678	103		
DEMAND	0	13	1	30	872	650	103		
DEMAND	0	13	2	0	862	636	101		
DEMAND	0	13	2	30	864	664	100		
DEMAND	0	13	3	0	868	625	102		
DEMAND	0	13	3	30	869	627	101		
DEMAND	0	13	4	0	870	653	100		
DEMAND	0	13	4	30	866	643	103		
DEMAND	0	13	5	0	864	669	104		
DEMAND	0	13	5	30	862	645	100		
DEMAND	0	13	6	0	859	612	102		
DEMAND	0	13	6	30	860	623	101		
DEMAND	0	13	7	0	866	651	100		
DEMAND	0	13	7	30	863	633	101		
DEMAND	0	13	8	0	871	657	102		
DEMAND	0	13	8	30	866	604	101		
DEMAND	0	13	9	0	858	640	101		
DEMAND	0	13	9	30	865	611	100		
DEMAND	0	13	10	0	862	596	98		
DEMAND	0	13	10	30	861	598	99		
DEMAND	0	13	11	0	866	605	99		
DEMAND	0	13	11	30	853	607	98		
DEMAND	0	13	12	0	864	630	100		
DEMAND	0	13	12	30	870	603	98		
DEMAND	0	13	13	0	856	628	97		
DEMAND	0	13	13	30	865	607	100		
DEMAND	0	13	14	0	853	597	98		
DEMAND	0	13	14	30	874	621	100		
DEMAND	0	13	15	0	870	594	97		
DEMAND	0	13	15	30	865	586	96		
DEMAND	0	13	16	0	862	621	97		
DEMAND	0	13	16	30	860	574	98		
DEMAND	0	13	17	0	867	592	99		
DEMAND	0	13	17	30	851	599	98		
DEMAND	0	13	18	0	853	586	97		
DEMAND	0	13	18	30	867	608	96		
DEMAND	0	13	19	0	882	589	99		
DEMAND	0	13	19	30	866	604	95		
DEMAND	0	13	20	0	872	574	98		
DEMAND	0	13	20	30	870	583	96		
DEMAND	0	13	21	0	861	570	96		
DEMAND	0	13	21	30	876	550	96		
DEMAND	0	13	22	0	878	587	98		
DEMAND	0	13	22	30	863	598	96		
DEMAND	0	13	23	0	854	559	97		
DEMAND	0	13	23	30	858	598	96		
DEMAND	0	13	24	0	843	534	98		
DEMAND	0	13	24	30	863	580	96		
DEMAND	0	13	25	0	870	575	97		
DEMAND	0	13	25	30	864	545	96		
DEMAND	0	13	26	0	884	561	96		
DEMAND	0	13	26	30	877	554	97		
DEMAND	0	13	27	0	863	563	95		
DEMAND	0	13	27	30	868	564	95		
DEMAND	0	13	28	0	858	530	97		
DEMAND	0	13	28	30	877	527	96		
DEMAND	0	13	29	0	858	544	97		
DEMAND	0	13	29	30	884	509	95		
DEMAND	0	13	30	0	868	547	96		
DEMAND	0	13	30	30	852	574	97		
DEMAND	0	13	31	0	892	520	96		
DEMAND	0	13	31	30	874	555	97		
DEMAND	0	13	32	0	871	568	96		
DEMAND	0	13	32	30	866	564	94		
DEMAND	0	13	33	0	859	561	96		
DEMAND	0	13	33	30	852	568	94		
DEMAND	0	13	34	0	882	537	94		
DEMAND	0	13	34	30	882	517	95		
DEMAND	0	13	35	0	869	529	96		
DEMAND	0	13	35	30	854	542	95		
DEMAND	0	13	36	0	886	519	94		
DEMAND	0	13	36	30	878	515	97		
DEMAND	0	13	37	0	887	485	95		
DEMAND	0	13	37	30	889	518	93		
DEMAND	0	13	38	0	867	539	95		
DEMAND	0	13	38	30	888	552	95		
DEMAND	0	13	39	0	858	506	94		
DEMAND	0	13	39	30	881	467	94		
DEMAND	0	13	40	0	861	499	95		
DEMAND	0	13	40	30	899	521	97		
DEMAND	0	13	41	0	870	474	95		
DEMAND	0	13	41	30	885	488	94		
DEMAND	0	13	42	0	859	518	93		
DEMAND	0	13	42	30	917	474	96		
DEMAND	0	13	43	0	870	520	95		
DEMAND	0	13	43	30	917	469	94		
DEMAND	0	13	44	0	859	474	96		
DEMAND	0	13	44	30	908	490	93		
DEMAND	0	13	45	0	867	473	96		
DEMAND	0	13	45	30	873	491	96		
DEMAND	0	13	46	0	903	510	91		
DEMAND	0	13	46	30	894	500	94		
DEMAND	0	13	47	0	882	494	96		
DEMAND	0	13	47	30	907	479	94		
DEMAND	0	13	48	0	886	482	96		
DEMAND	0	13	48	30	914	493	92		
DEMAND	0	13	49	0	867	462	94		
DEMAND	0	13	49	30	881	483	93		
DEMAND	0	13	50	0	895	467	97		
DEMAND	0	13	50	30	933	448	94		
DEMAND	0	13	51	0	868	441	93		
DEMAND	0	13	51	30	884	475	94		
DEMAND	0	13	52	0	870	463	93		
DEMAND	0	13	52	30	885	465	92		
DEMAND	0	13	53	0	900	468	96		
DEMAND	0	13	53	30	883	451	94		
DEMAND	0	13	54	0	921	415	96		
DEMAND	0	13	54	30	904	487	92		
DEMAND	0	13	55	0	894	418	95		
DEMAND	0	13	55	30	915	427	97		
DEMAND	0	13	56	0	900	456	95		
DEMAND	0	13	56	30	889	450	92		
DEMAND	0	13	57	0	895	405	91		
DEMAND	0	13	57	30	908	435	95		
DEMAND	0	13	58	0	883	432	94		
DEMAND	0	13	58	30	898	418	94		
DEMAND	0	13	59	0	902	436	94		
DEMAND	0	13	59	30	898	409	95		
DEMAND	0	14	0	0	954	433	94		
DEMAND	0	14	0	30	923	398	96		
DEMAND	0	14	1	0	932	450	96		
DEMAND	0	14	1	30	904	428	95		
DEMAND	0	14	2	0	916	431	96		
DEMAND	0	14	2	30	894	427	94		
DEMAND	0	14	3	0	894	393	94		
DEMAND	0	14	3	30	948	422	93		
DEMAND	0	14	4	0	909	425	96		
DEMAND	0	14	4	30	904	419	97		
DEMAND	0	14	5	0	924	423	92		
DEMAND	0	14	5	30	922	408	95		
DEMAND	0	14	6	0	917	406	97		
DEMAND	0	14	6	30	938	374	94		
DEMAND	0	14	7	0	897	388	95		
DEMAND	0	14	7	30	894	392	98		
DEMAND	0	14	8	0	911	422	94		
DEMAND	0	14	8	30	937	419	91		
DEMAND	0	14	9	0	950	391	91		
DEMAND	0	14	9	30	948	354	96		
DEMAND	0	14	10	0	956	371	94		
DEMAND	0	14	10	30	953	388	94		
DEMAND	0	14	11	0	905	367	97		
DEMAND	0	14	11	30	920	420	98		
DEMAND	0	14	12	0	911	332	94		
DEMAND	0	14	12	30	972	367	97		
DEMAND	0	14	13	0	966	354	98		
DEMAND	0	14	13	30	981	375	94		
DEMAND	0	14	14	0	911	350	97		
DEMAND	0	14	14	30	961	356	94		
DEMAND	0	14	15	0	936	361	98		
DEMAND	0	14	15	30	981	378	100		
DEMAND	0	14	16	0	974	344	93		
DEMAND	0	14	16	30	987	368	96		
DEMAND	0	14	17	0	943	321	97		
DEMAND	0	14	17	30	941	364	94		
DEMAND	0	14	18	0	917	353	100		
DEMAND	0	14	18	30	1001	345	95		
DEMAND	0	14	19	0	970	359	92		
DEMAND	0	14	19	30	990	327	100		
DEMAND	0	14	20	0	945	326	101		
DEMAND	0	14	20	30	920	335	92		
DEMAND	0	14	21	0	934	310	94		
DEMAND	0	14	21	30	975	338	99		
DEMAND	0	14	22	0	929	322	95		
DEMAND	0	14	22	30	1015	327	98		
DEMAND	0	14	23	0	950	330	98		
DEMAND	0	14	23	30	945	329	103		
DEMAND	0	14	24	0	1015	301	96		
DEMAND	0	14	24	30	967	340	100		
DEMAND	0	14	25	0	1019	351	99		
DEMAND	0	14	25	30	988	325	95		
DEMAND	0	14	26	0	934	287	94		
DEMAND	0	14	26	30	997	330	97		
DEMAND	0	14	27	0	981	316	101		
DEMAND	0	14	27	30	993	323	101		
DEMAND	0	14	28	0	1000	317	96		
DEMAND	0	14	28	30	977	318	102		
DEMAND	0	14	29	0	949	322	99		
DEMAND	0	14	29	30	950	336	94		
DEMAND	0	14	30	0	975	328	97		
DEMAND	0	14	30	30	973	333	100		
DEMAND	0	14	31	0	1001	304	101		
DEMAND	0	14	31	30	1012	287	96		
DEMAND	0	14	32	0	1004	311	100		
DEMAND	0	14	32	30	978	301	102		
DEMAND	0	14	33	0	942	285	98		
DEMAND	0	14	33	30	968	280	105		
DEMAND	0	14	34	0	996	294	97		
DEMAND	0	14	34	30	1001	289	100		
DEMAND	0	14	35	0	1033	270	101		
DEMAND	0	14	35	30	980	287	98		
DEMAND	0	14	36	0	998	286	98		
DEMAND	0	14	36	30	983	281	103		
DEMAND	0	14	37	0	980	294	99		
DEMAND	0	14	37	30	991	268	98		
DEMAND	0	14	38	0	1033	262	103		
DEMAND	0	14	38	30	983	306	104		
DEMAND	0	14	39	0	1038	285	99		
DEMAND	0	14	39	30	1009	280	102		
DEMAND	0	14	40	0	993	297	105		
DEMAND	0	14	40	30	1038	292	104		
DEMAND	0	14	41	0	1025	237	98		
DEMAND	0	14	41	30	1037	234	98		
DEMAND	0	14	42	0	1049	233	105		
DEMAND	0	14	42	30	1013	268	105		
DEMAND	0	14	43	0	1060	244	98		
DEMAND	0	14	43	30	1049	284	101		
DEMAND	0	14	44	0	1028	275	103		
DEMAND	0	14	44	30	1062	278	102		
DEMAND	0	14	45	0	990	269	98		
DEMAND	0	14	45	30	1010	215	107		
DEMAND	0	14	46	0	1013	212	98		
DEMAND	0	14	46	30	982	233	102		
DEMAND	0	14	47	0	1074	233	104		
DEMAND	0	14	47	30	1051	262	108		
DEMAND	0	14	48	0	1033	254	103		
DEMAND	0	14	48	30	1003	249	111		
DEMAND	0	14	49	0	1065	247	99		
DEMAND	0	14	49	30	1061	244	103		
DEMAND	0	14	50	0	1079	232	101		
DEMAND	0	14	50	30	1042	203	103		
DEMAND	0	14	51	0	1019	201	102		
DEMAND	0	14	51	30	1018	216	102		
DEMAND	0	14	52	0	1068	208	103		
DEMAND	0	14	52	30	1024	207	112		
DEMAND	0	14	53	0	1052	222	112		
DEMAND	0	14	53	30	1072	239	102		
DEMAND	0	14	54	0	1051	212	107		
DEMAND	0	14	54	30	1069	232	114		
DEMAND	0	14	55	0	1019	237	101		
DEMAND	0	14	55	30	1006	201	99		
DEMAND	0	14	56	0	1081	200	115		
DEMAND	0	14	56	30	1079	233	108		
DEMAND	0	14	57	0	1076	221	110		
DEMAND	0	14	57	30	1088	214	103		
DEMAND	0	14	58	0	1012	207	106		
DEMAND	0	14	58	30	1041	182	104		
DEMAND	0	14	59	0	1089	174	113		
DEMAND	0	14	59	30	1042	215	107		
DEMAND	0	15	0	0	1037	221	106		
DEMAND	0	15	0	30	1084	190	108		
DEMAND	0	15	1	0	1100	187	105		
DEMAND	0	15	1	30	1029	185	114		
DEMAND	0	15	2	0	1074	188	109		
DEMAND	0	15	2	30	1120	181	115		
DEMAND	0	15	3	0	1084	213	112		
DEMAND	0	15	3	30	1098	200	116		
DEMAND	0	15	4	0	1107	192	111		
DEMAND	0	15	4	30	1079	171	119		
DEMAND	0	15	5	0	1099	157	109		
DEMAND	0	15	5	30	1068	195	115		
DEMAND	0	15	6	0	1118	172	114		
DEMAND	0	15	6	30	1040	164	110		
DEMAND	0	15	7	0	1129	182	108		
DEMAND	0	15	7	30	1052	177	108		
DEMAND	0	15	8	0	1044	191	105		
DEMAND	0	15	8	30	1113	185	113		
DEMAND	0	15	9	0	1133	163	103		
DEMAND	0	15	9	30	1112	166	111		
DEMAND	0	15	10	0	1061	157	105		
DEMAND	0	15	10	30	1118	153	104		
DEMAND	0	15	11	0	1113	177	119		
DEMAND	0	15	11	30	1071	172	110		
DEMAND	0	15	12	0	1081	169	119		
DEMAND	0	15	12	30	1126	184	119		
DEMAND	0	15	13	0	1084	176	108		
DEMAND	0	15	13	30	1142	196	115		
DEMAND	0	15	14	0	1071	172	114		
DEMAND	0	15	14	30	1081	184	122		
DEMAND	0	15	15	0	1170	168	119		
DEMAND	0	15	15	30	1094	161	104		
DEMAND	0	15	16	0	1147	163	104		
DEMAND	0	15	16	30	1084	165	112		
DEMAND	0	15	17	0	1150	183	124		
DEMAND	0	15	17	30	1078	151	123		
DEMAND	0	15	18	0	1098	164	116		
DEMAND	0	15	18	30	1106	161	121		
DEMAND	0	15	19	0	1109	158	125		
DEMAND	0	15	19	30	1140	202	121		
DEMAND	0	15	20	0	1150	159	121		
DEMAND	0	15	20	30	1087	174	122		
DEMAND	0	15	21	0	1075	153	123		
DEMAND	0	15	21	30	1074	162	112		
DEMAND	0	15	22	0	1100	148	112		
DEMAND	0	15	22	30	1071	152	109		
DEMAND	0	15	23	0	1119	155	117		
DEMAND	0	15	23	30	1138	152	124		
DEMAND	0	15	24	0	1132	199	117		
DEMAND	0	15	24	30	1165	193	125		
DEMAND	0	15	25	0	1157	153	115		
DEMAND	0	15	25	30	1153	184	130		
DEMAND	0	15	26	0	1157	143	123		
DEMAND	0	15	26	30	1085	165	108		
DEMAND	0	15	27	0	1160	134	115		
DEMAND	0	15	27	30	1180	176	107		
DEMAND	0	15	28	0	1102	183	115		
DEMAND	0	15	28	30	1119	142	123		
DEMAND	0	15	29	0	1175	153	125		
DEMAND	0	15	29	30	1183	164	123		
DEMAND	0	15	30	0	1160	148	120		
DEMAND	0	15	30	30	1156	172	111		
DEMAND	0	15	31	0	1161	171	123		
DEMAND	0	15	31	30	1133	144	126		
DEMAND	0	15	32	0	1114	153	128		
DEMAND	0	15	32	30	1121	158	127		
DEMAND	0	15	33	0	1156	190	124		
DEMAND	0	15	33	30	1167	150	119		
DEMAND	0	15	34	0	1138	175	126		
DEMAND	0	15	34	30	1130	166	122		
DEMAND	0	15	35	0	1200	177	126		
DEMAND	0	15	35	30	1141	143	128		
DEMAND	0	15	36	0	1129	132	127		
DEMAND	0	15	36	30	1140	150	127		
DEMAND	0	15	37	0	1190	147	118		
DEMAND	0	15	37	30	1183	177	127		
DEMAND	0	15	38	0	1144	149	115		
DEMAND	0	15	38	30	1149	181	116		
DEMAND	0	15	39	0	1188	165	123		
DEMAND	0	15	39	30	1137	149	131		
DEMAND	0	15	40	0	1178	142	129		
DEMAND	0	15	40	30	1205	167	115		
DEMAND	0	15	41	0	1201	147	126		
DEMAND	0	15	41	30	1142	172	119		
DEMAND	0	15	42	0	1186	128	128		
DEMAND	0	15	42	30	1206	161	128		
DEMAND	0	15	43	0	1145	151	114		
DEMAND	0	15	43	30	1187	165	121		
DEMAND	0	15	44	0	1151	157	126		
DEMAND	0	15	44	30	1166	179	138		
DEMAND	0	15	45	0	1181	175	126		
DEMAND	0	15	45	30	1143	164	123		
DEMAND	0	15	46	0	1205	155	128		
DEMAND	0	15	46	30	1170	169	137		
DEMAND	0	15	47	0	1192	161	132		
DEMAND	0	15	47	30	1197	125	137		
DEMAND	0	15	48	0	1214	159	126		
DEMAND	0	15	48	30	1187	130	134		
DEMAND	0	15	49	0	1169	154	128		
DEMAND	0	15	49	30	1226	162	119		
DEMAND	0	15	50	0	1164	135	130		
DEMAND	0	15	50	30	1211	131	131		
DEMAND	0	15	51	0	1163	155	134		
DEMAND	0	15	51	30	1209	132	128		
DEMAND	0	15	52	0	1226	124	140		
DEMAND	0	15	52	30	1222	147	128		
DEMAND	0	15	53	0	1178	157	124		
DEMAND	0	15	53	30	1188	142	146		
DEMAND	0	15	54	0	1168	153	137		
DEMAND	0	15	54	30	1169	125	121		
DEMAND	0	15	55	0	1217	141	127		
DEMAND	0	15	55	30	1198	134	139		
DEMAND	0	15	56	0	1219	119	138		
DEMAND	0	15	56	30	1221	154	127		
DEMAND	0	15	57	0	1197	165	134		
DEMAND	0	15	57	30	1176	164	126		
DEMAND	0	15	58	0	1178	143	120		
DEMAND	0	15	58	30	1206	132	142		
DEMAND	0	15	59	0	1180	164	136		
DEMAND	0	15	59	30	1220	142	127		
DEMAND	0	16	0	0	1249	150	143		
DEMAND	0	16	0	30	1167	140	138		
DEMAND	0	16	1	0	1234	134	135		
DEMAND	0	16	1	30	1226	154	132		
DEMAND	0	16	2	0	1209	153	147		
DEMAND	0	16	2	30	1178	117	142		
DEMAND	0	16	3	0	1196	148	136		
DEMAND	0	16	3	30	1179	133	144		
DEMAND	0	16	4	0	1210	166	133		
DEMAND	0	16	4	30	1233	140	139		
DEMAND	0	16	5	0	1216	142	148		
DEMAND	0	16	5	30	1228	147	149		
DEMAND	0	16	6	0	1208	143	140		
DEMAND	0	16	6	30	1224	122	126		
DEMAND	0	16	7	0	1181	117	134		
DEMAND	0	16	7	30	1213	127	153		
DEMAND	0	16	8	0	1216	123	130		
DEMAND	0	16	8	30	1197	134	141		
DEMAND	0	16	9	0	1205	136	139		
DEMAND	0	16	9	30	1231	124	133		
DEMAND	0	16	10	0	1209	123	135		
DEMAND	0	16	10	30	1230	165	149		
DEMAND	0	16	11	0	1188	164	152		
DEMAND	0	16	11	30	1204	131	135		
DEMAND	0	16	12	0	1207	125	158		
DEMAND	0	16	12	30	1185	144	153		
DEMAND	0	16	13	0	1186	149	153		
