

Successful end at 113-04-02 13:33:16
Day,Time, dmd.NA, dmd.EU, dmd.AP, dmd.tot, w.NA, w.EU, w.AP, j.NA, j.EU, j.AP, d.NA, d.EU, d.AP, maxrev, rev, costs, profit, %profit, totpft, %totpft, dist.w.NA, dist.w.EU, dist.w.AP, dist.j.NA, dist.j.EU, dist.j.AP, dist.d.NA, dist.d.EU, dist.d.AP, dist.tot, con.w.NA, con.w.EU, con.w.AP, con.j.NA, con.j.EU, con.j.AP, con.d.NA, con.d.EU, con.d.AP 
MON,10:26:00,1300,803,151,2254,8,5,1,3,2,1,2,0,0,202,175,108,67,33.17,59987,30.17,1300,803,151,1300,803,151,1954,0,0,1954,0,0,0,0,0,0,0,0,0
MON,10:26:30,1291,791,142,2224,8,5,1,3,2,1,2,0,0,200,179,108,71,35.50,60058,30.18,1291,791,142,1291,791,142,1999,0,0,1999,0,0,0,0,0,0,0,0,0
MON,10:27:00,1271,751,161,2183,8,5,1,3,2,1,2,0,0,196,176,108,68,34.69,60126,30.18,1271,751,161,1271,751,161,1962,0,0,1962,0,0,0,0,0,0,0,0,0
MON,10:27:30,1351,783,135,2269,8,5,1,3,2,1,2,0,0,204,165,108,57,27.94,60183,30.18,1351,783,135,1351,783,135,2040,0,0,1836,0,0,0,0,0,0,0,0,0
MON,10:28:00,1346,777,173,2296,8,5,1,3,2,1,2,0,0,206,167,108,59,28.64,60242,30.18,1346,777,173,1346,777,173,2065,0,0,1858,0,0,0,0,0,0,0,0,0
MON,10:28:30,1294,803,131,2228,8,5,1,3,2,1,2,0,0,200,173,108,65,32.50,60307,30.18,1294,803,131,1294,803,131,1930,0,0,1930,0,0,0,0,0,0,0,0,0
MON,10:29:00,1337,818,150,2305,8,5,1,3,2,1,2,0,0,207,180,108,72,34.78,60379,30.19,1337,818,150,1337,818,150,2000,0,0,2000,0,0,0,0,0,0,0,0,0
MON,10:29:30,1357,794,142,2293,8,5,1,3,2,1,2,0,0,206,166,108,58,28.16,60437,30.18,1357,794,142,1357,794,142,2062,0,0,1855,0,0,0,0,0,0,0,0,0
MON,10:30:00,1352,796,140,2288,8,5,1,3,2,1,2,0,0,205,166,108,58,28.29,60495,30.18,1352,796,140,1352,796,140,2058,0,0,1852,0,0,0,0,0,0,0,0,0
MON,10:30:30,1323,780,144,2247,8,5,1,3,2,1,2,0,0,202,163,108,55,27.23,60550,30.18,1323,780,144,1323,780,144,2021,0,0,1818,0,0,0,0,0,0,0,0,0
MON,10:31:00,1316,794,131,2241,8,5,1,3,2,1,2,0,0,201,163,108,55,27.36,60605,30.18,1316,794,131,1316,794,131,2015,0,0,1813,0,0,0,0,0,0,0,0,0
MON,10:31:30,1324,794,160,2278,8,5,1,3,2,1,2,0,0,205,165,108,57,27.80,60662,30.17,1324,794,160,1324,794,160,2049,0,0,1844,0,0,0,0,0,0,0,0,0
MON,10:32:00,1269,762,146,2177,8,5,1,3,2,1,2,0,0,195,176,108,68,34.87,60730,30.18,1269,762,146,1269,762,146,1958,0,0,1958,0,0,0,0,0,0,0,0,0
MON,10:32:30,1311,777,162,2250,8,5,1,3,2,1,2,0,0,202,163,108,55,27.23,60785,30.18,1311,777,162,1311,777,162,2023,0,0,1820,0,0,0,0,0,0,0,0,0
MON,10:33:00,1303,802,133,2238,8,5,1,3,2,1,2,0,0,201,174,108,66,32.84,60851,30.18,1303,802,133,1303,802,133,1939,0,0,1939,0,0,0,0,0,0,0,0,0
MON,10:33:30,1270,788,121,2179,8,5,1,3,2,1,2,0,0,196,176,108,68,34.69,60919,30.18,1270,788,121,1270,788,121,1960,0,0,1960,0,0,0,0,0,0,0,0,0
MON,10:34:00,1258,779,135,2172,8,5,1,3,2,1,2,0,0,195,175,108,67,34.36,60986,30.19,1258,779,135,1258,779,135,1954,0,0,1954,0,0,0,0,0,0,0,0,0
MON,10:34:30,1281,775,130,2186,8,5,1,3,2,1,2,0,0,196,176,108,68,34.69,61054,30.19,1281,775,130,1281,775,130,1966,0,0,1966,0,0,0,0,0,0,0,0,0
MON,10:35:00,1299,769,134,2202,8,5,1,3,2,1,2,0,0,198,178,108,70,35.35,61124,30.20,1299,769,134,1299,769,134,1981,0,0,1981,0,0,0,0,0,0,0,0,0
MON,10:35:30,1303,814,156,2273,8,5,1,3,2,1,2,0,0,204,177,108,69,33.82,61193,30.20,1303,814,156,1303,814,156,1970,0,0,1970,0,0,0,0,0,0,0,0,0
MON,10:36:00,1241,804,117,2162,8,5,1,3,2,1,2,0,0,194,168,108,60,30.93,61253,30.20,1241,804,117,1241,804,117,1871,0,0,1871,0,0,0,0,0,0,0,0,0
MON,10:36:30,1330,790,122,2242,8,5,1,3,2,1,2,0,0,201,163,108,55,27.36,61308,30.20,1330,790,122,1330,790,122,2017,0,0,1815,0,0,0,0,0,0,0,0,0
MON,10:37:00,1228,770,116,2114,8,5,1,3,2,1,2,0,0,190,171,108,63,33.16,61371,30.20,1228,770,116,1228,770,116,1902,0,0,1902,0,0,0,0,0,0,0,0,0
MON,10:37:30,1315,771,113,2199,8,5,1,3,2,1,2,0,0,197,177,108,69,35.03,61440,30.20,1315,771,113,1315,771,113,1977,0,0,1977,0,0,0,0,0,0,0,0,0
MON,10:38:00,1286,794,149,2229,8,5,1,3,2,1,2,0,0,200,162,108,54,27.00,61494,30.20,1286,794,149,1286,794,149,2005,0,0,1804,0,0,0,0,0,0,0,0,0
MON,10:38:30,1297,807,143,2247,8,5,1,3,2,1,2,0,0,202,175,108,67,33.17,61561,30.20,1297,807,143,1297,807,143,1948,0,0,1948,0,0,0,0,0,0,0,0,0
MON,10:39:00,1266,775,132,2173,8,5,1,3,2,1,2,0,0,195,175,108,67,34.36,61628,30.21,1266,775,132,1266,775,132,1954,0,0,1954,0,0,0,0,0,0,0,0,0
MON,10:39:30,1288,799,125,2212,8,5,1,3,2,1,2,0,0,199,179,108,71,35.68,61699,30.21,1288,799,125,1288,799,125,1990,0,0,1990,0,0,0,0,0,0,0,0,0
MON,10:40:00,1295,810,138,2243,8,5,1,3,2,1,2,0,0,201,175,108,67,33.33,61766,30.22,1295,810,138,1295,810,138,1945,0,0,1945,0,0,0,0,0,0,0,0,0
MON,10:40:30,1313,769,141,2223,8,5,1,3,2,1,2,0,0,200,179,108,71,35.50,61837,30.22,1313,769,141,1313,769,141,1999,0,0,1999,0,0,0,0,0,0,0,0,0
MON,10:41:00,1264,826,127,2217,8,5,1,3,2,1,2,0,0,199,172,108,64,32.16,61901,30.22,1264,826,127,1264,826,127,1919,0,0,1919,0,0,0,0,0,0,0,0,0
MON,10:41:30,1244,806,131,2181,8,5,1,3,2,1,2,0,0,196,169,108,61,31.12,61962,30.22,1244,806,131,1244,806,131,1888,0,0,1888,0,0,0,0,0,0,0,0,0
MON,10:42:00,1219,816,133,2168,8,5,1,3,2,1,2,0,0,195,168,108,60,30.77,62022,30.23,1219,816,133,1219,816,133,1876,0,0,1876,0,0,0,0,0,0,0,0,0
MON,10:42:30,1242,803,129,2174,8,5,1,3,2,1,2,0,0,195,169,108,61,31.28,62083,30.23,1242,803,129,1242,803,129,1882,0,0,1882,0,0,0,0,0,0,0,0,0
MON,10:43:00,1242,810,128,2180,8,5,1,3,2,1,2,0,0,196,169,108,61,31.12,62144,30.23,1242,810,128,1242,810,128,1888,0,0,1888,0,0,0,0,0,0,0,0,0
MON,10:43:30,1227,803,122,2152,8,5,1,3,2,1,2,0,0,193,167,108,59,30.57,62203,30.23,1227,803,122,1227,803,122,1862,0,0,1862,0,0,0,0,0,0,0,0,0
MON,10:44:00,1261,802,119,2182,7,5,1,3,2,1,2,0,0,196,170,105,65,33.16,62268,30.23,1261,802,119,1134,802,119,1889,0,0,1889,-1,0,0,0,0,0,0,0,0
MON,10:44:30,1217,784,137,2138,7,5,1,3,2,1,2,0,0,192,173,105,68,35.42,62336,30.24,1217,784,137,1217,784,137,1923,0,0,1923,0,0,0,0,0,0,0,0,0
MON,10:45:00,1262,800,112,2174,7,5,1,3,2,1,2,0,0,195,175,105,70,35.90,62406,30.24,1262,800,112,1135,800,112,1955,0,0,1955,0,0,0,0,0,0,0,0,0
MON,10:45:30,1294,813,139,2246,7,5,1,3,2,1,2,0,0,202,175,105,70,34.65,62476,30.24,1294,813,139,1164,813,139,1946,0,0,1946,0,0,0,0,0,0,0,0,0
MON,10:46:00,1246,800,118,2164,7,5,1,3,2,1,2,0,0,194,175,105,70,36.08,62546,30.25,1246,800,118,1246,800,118,1947,0,0,1947,0,0,0,0,0,0,0,0,0
MON,10:46:30,1212,800,153,2165,7,5,1,3,2,1,2,0,0,194,175,105,70,36.08,62616,30.26,1212,800,153,1212,800,153,1947,0,0,1947,0,0,0,0,0,0,0,0,0
MON,10:47:00,1204,792,134,2130,7,5,1,3,2,1,2,0,0,191,172,105,67,35.08,62683,30.26,1204,792,134,1204,792,134,1915,0,0,1915,0,0,0,0,0,0,0,0,0
MON,10:47:30,1211,783,139,2133,7,5,1,3,2,1,2,0,0,191,172,105,67,35.08,62750,30.26,1211,783,139,1211,783,139,1918,0,0,1918,0,0,0,0,0,0,0,0,0
MON,10:48:00,1253,815,128,2196,7,5,1,3,2,1,2,0,0,197,171,105,66,33.50,62816,30.27,1253,815,128,1253,815,128,1901,0,0,1901,0,0,0,0,0,0,0,0,0
MON,10:48:30,1267,795,133,2195,7,5,1,3,2,1,2,0,0,197,177,105,72,36.55,62888,30.27,1267,795,133,1140,795,133,1974,0,0,1974,0,0,0,0,0,0,0,0,0
MON,10:49:00,1276,797,130,2203,7,5,1,3,2,1,2,0,0,198,178,105,73,36.87,62961,30.28,1276,797,130,1148,797,130,1982,0,0,1982,0,0,0,0,0,0,0,0,0
MON,10:49:30,1268,808,116,2192,7,5,1,3,2,1,2,0,0,197,170,105,65,32.99,63026,30.28,1268,808,116,1141,808,116,1899,0,0,1899,0,0,0,0,0,0,0,0,0
MON,10:50:00,1262,839,140,2241,7,5,1,3,2,1,2,0,0,201,174,105,69,34.33,63095,30.29,1262,839,140,1135,839,140,1940,0,0,1940,0,0,0,0,0,0,0,0,0
MON,10:50:30,1277,808,122,2207,7,5,1,3,2,1,2,0,0,198,172,105,67,33.84,63162,30.29,1277,808,122,1149,808,122,1912,0,0,1912,0,0,0,0,0,0,0,0,0
MON,10:51:00,1231,776,141,2148,7,5,1,3,2,1,2,0,0,193,173,105,68,35.23,63230,30.29,1231,776,141,1231,776,141,1931,0,0,1931,0,0,0,0,0,0,0,0,0
MON,10:51:30,1238,833,130,2201,7,5,1,3,2,1,2,0,0,198,171,105,66,33.33,63296,30.30,1238,833,130,1238,833,130,1905,0,0,1905,0,0,0,0,0,0,0,0,0
MON,10:52:00,1257,782,124,2163,7,5,1,3,2,1,2,0,0,194,175,105,70,36.08,63366,30.30,1257,782,124,1257,782,124,1945,0,0,1945,0,0,0,0,0,0,0,0,0
MON,10:52:30,1252,816,132,2200,7,5,1,3,2,1,2,0,0,198,171,105,66,33.33,63432,30.31,1252,816,132,1252,816,132,1904,0,0,1904,0,0,0,0,0,0,0,0,0
MON,10:53:00,1178,832,118,2128,7,5,1,3,2,1,2,0,0,191,176,105,71,37.17,63503,30.31,1178,832,118,1178,832,118,1957,0,0,1957,0,0,0,0,0,0,0,0,0
MON,10:53:30,1178,832,141,2151,7,5,1,3,2,1,2,0,0,193,177,105,72,37.31,63575,30.32,1178,832,141,1178,832,141,1977,0,0,1977,0,0,0,0,0,0,0,0,0
MON,10:54:00,1220,816,127,2163,7,5,1,3,2,1,2,0,0,194,168,105,63,32.47,63638,30.32,1220,816,127,1220,816,127,1872,0,0,1872,0,0,0,0,0,0,0,0,0
MON,10:54:30,1221,791,133,2145,7,5,1,3,2,1,2,0,0,193,173,105,68,35.23,63706,30.32,1221,791,133,1221,791,133,1928,0,0,1928,0,0,0,0,0,0,0,0,0
MON,10:55:00,1212,784,119,2115,7,5,1,3,2,1,2,0,0,190,171,105,66,34.74,63772,30.33,1212,784,119,1212,784,119,1902,0,0,1902,0,0,0,0,0,0,0,0,0
MON,10:55:30,1229,823,143,2195,7,5,1,3,2,1,2,0,0,197,171,105,66,33.50,63838,30.33,1229,823,143,1229,823,143,1900,0,0,1900,0,0,0,0,0,0,0,0,0
MON,10:56:00,1255,796,136,2187,7,5,1,3,2,1,2,0,0,196,177,105,72,36.73,63910,30.34,1255,796,136,1255,796,136,1967,0,0,1967,0,0,0,0,0,0,0,0,0
MON,10:56:30,1255,800,140,2195,7,5,1,3,2,1,2,0,0,197,177,105,72,36.55,63982,30.34,1255,800,140,1255,800,140,1975,0,0,1975,0,0,0,0,0,0,0,0,0
MON,10:57:00,1246,809,118,2173,7,5,1,3,2,1,2,0,0,195,169,105,64,32.82,64046,30.35,1246,809,118,1246,809,118,1882,0,0,1882,0,0,0,0,0,0,0,0,0
MON,10:57:30,1181,825,114,2120,7,5,1,3,2,1,2,0,0,190,175,105,70,36.84,64116,30.35,1181,825,114,1181,825,114,1950,0,0,1950,0,0,0,0,0,0,0,0,0
MON,10:58:00,1220,831,136,2187,7,5,1,3,2,1,2,0,0,196,170,105,65,33.16,64181,30.35,1220,831,136,1220,831,136,1892,0,0,1892,0,0,0,0,0,0,0,0,0
MON,10:58:30,1239,826,116,2181,7,5,1,3,2,1,2,0,0,196,169,105,64,32.65,64245,30.36,1239,826,116,1239,826,116,1887,0,0,1887,0,0,0,0,0,0,0,0,0
MON,10:59:00,1214,828,121,2163,7,5,1,3,2,1,2,0,0,194,168,105,63,32.47,64308,30.36,1214,828,121,1214,828,121,1870,0,0,1870,0,0,0,0,0,0,0,0,0
MON,10:59:30,1196,826,128,2150,7,5,1,3,2,1,2,0,0,193,178,105,73,37.82,64381,30.36,1196,826,128,1196,826,128,1979,0,0,1979,0,0,0,0,0,0,0,0,0
MON,11:00:00,1181,802,143,2126,7,5,1,3,2,1,2,0,0,191,176,105,71,37.17,64452,30.37,1181,802,143,1181,802,143,1957,0,0,1957,0,0,0,0,0,0,0,0,0
MON,11:00:30,1216,833,126,2175,7,5,1,3,2,1,2,0,0,195,169,105,64,32.82,64516,30.37,1216,833,126,1216,833,126,1881,0,0,1881,0,0,0,0,0,0,0,0,0
MON,11:01:00,1168,800,123,2091,7,5,1,3,2,1,2,0,0,188,179,105,74,39.36,64590,30.38,1168,800,123,1168,800,123,1998,0,0,1998,0,0,0,0,0,0,0,0,0
MON,11:01:30,1227,833,137,2197,7,5,1,3,2,1,2,0,0,197,171,105,66,33.50,64656,30.38,1227,833,137,1227,833,137,1901,0,0,1901,0,0,0,0,0,0,0,0,0
MON,11:02:00,1198,818,128,2144,7,5,1,3,2,1,2,0,0,192,177,105,72,37.50,64728,30.39,1198,818,128,1198,818,128,1975,0,0,1975,0,0,0,0,0,0,0,0,0
MON,11:02:30,1146,833,130,2109,7,5,1,3,2,1,2,0,0,189,174,105,69,36.51,64797,30.40,1146,833,130,1146,833,130,1937,0,0,1937,0,0,0,0,0,0,0,0,0
MON,11:03:00,1152,801,132,2085,7,5,1,3,2,1,2,0,0,187,172,105,67,35.83,64864,30.40,1152,801,132,1152,801,132,1918,0,0,1918,0,0,0,0,0,0,0,0,0
MON,11:03:30,1144,835,127,2106,7,5,1,3,2,1,2,0,0,189,173,105,68,35.98,64932,30.41,1144,835,127,1144,835,127,1933,0,0,1933,0,0,0,0,0,0,0,0,0
MON,11:04:00,1183,797,118,2098,7,5,1,3,2,1,2,0,0,188,162,105,57,30.32,64989,30.41,1183,797,118,1183,797,118,2006,0,0,1805,0,0,0,0,0,0,0,0,0
MON,11:04:30,1207,842,114,2163,7,5,1,3,2,1,2,0,0,194,168,105,63,32.47,65052,30.41,1207,842,114,1207,842,114,1869,0,0,1869,0,0,0,0,0,0,0,0,0
MON,11:05:00,1164,802,122,2088,7,5,1,3,2,1,2,0,0,187,172,105,67,35.83,65119,30.41,1164,802,122,1164,802,122,1921,0,0,1921,0,0,0,0,0,0,0,0,0
MON,11:05:30,1145,812,124,2081,7,5,1,3,2,1,2,0,0,187,172,105,67,35.83,65186,30.42,1145,812,124,1145,812,124,1913,0,0,1913,0,0,0,0,0,0,0,0,0
MON,11:06:00,1154,819,131,2104,7,5,1,3,2,1,2,0,0,189,174,105,69,36.51,65255,30.42,1154,819,131,1154,819,131,1934,0,0,1934,0,0,0,0,0,0,0,0,0
MON,11:06:30,1148,810,117,2075,7,5,1,3,2,1,2,0,0,186,171,105,66,35.48,65321,30.43,1148,810,117,1148,810,117,1909,0,0,1909,0,0,0,0,0,0,0,0,0
MON,11:07:00,1178,813,135,2126,7,5,1,3,2,1,2,0,0,191,176,105,71,37.17,65392,30.43,1178,813,135,1178,813,135,1956,0,0,1956,0,0,0,0,0,0,0,0,0
MON,11:07:30,1174,821,128,2123,7,5,1,3,2,1,2,0,0,191,175,105,70,36.65,65462,30.44,1174,821,128,1174,821,128,1953,0,0,1953,0,0,0,0,0,0,0,0,0
MON,11:08:00,1153,810,120,2083,7,5,1,3,2,1,2,0,0,187,172,105,67,35.83,65529,30.44,1153,810,120,1153,810,120,1917,0,0,1917,0,0,0,0,0,0,0,0,0
MON,11:08:30,1212,839,111,2162,7,5,1,3,2,1,2,0,0,194,168,105,63,32.47,65592,30.44,1212,839,111,1212,839,111,1868,0,0,1868,0,0,0,0,0,0,0,0,0
MON,11:09:00,1148,819,138,2105,7,5,1,3,2,1,2,0,0,189,174,105,69,36.51,65661,30.45,1148,819,138,1148,819,138,1935,0,0,1935,0,0,0,0,0,0,0,0,0
MON,11:09:30,1189,804,133,2126,7,5,1,3,2,1,2,0,0,191,176,105,71,37.17,65732,30.46,1189,804,133,1189,804,133,1958,0,0,1958,0,0,0,0,0,0,0,0,0
MON,11:10:00,1132,835,140,2107,7,5,1,3,2,1,2,0,0,189,173,105,68,35.98,65800,30.46,1132,835,140,1132,835,140,1933,0,0,1933,0,0,0,0,0,0,0,0,0
MON,11:10:30,1162,810,125,2097,7,5,1,3,2,1,2,0,0,188,173,105,68,36.17,65868,30.47,1162,810,125,1162,810,125,1930,0,0,1930,0,0,0,0,0,0,0,0,0
MON,11:11:00,1182,818,130,2130,7,5,1,3,2,1,2,0,0,191,176,105,71,37.17,65939,30.47,1182,818,130,1182,818,130,1961,0,0,1961,0,0,0,0,0,0,0,0,0
MON,11:11:30,1149,842,126,2117,7,5,1,3,2,1,2,0,0,190,174,105,69,36.32,66008,30.48,1149,842,126,1149,842,126,1943,0,0,1943,0,0,0,0,0,0,0,0,0
MON,11:12:00,1198,814,121,2133,7,5,1,3,2,1,2,0,0,191,176,105,71,37.17,66079,30.48,1198,814,121,1198,814,121,1964,0,0,1964,0,0,0,0,0,0,0,0,0
MON,11:12:30,1119,817,134,2070,7,5,1,3,2,1,2,0,0,186,171,105,66,35.48,66145,30.49,1119,817,134,1119,817,134,1900,0,0,1900,0,0,0,0,0,0,0,0,0
MON,11:13:00,1170,821,119,2110,7,5,1,3,2,1,2,0,0,189,174,105,69,36.51,66214,30.49,1170,821,119,1170,821,119,1941,0,0,1941,0,0,0,0,0,0,0,0,0
MON,11:13:30,1148,804,127,2079,7,5,1,3,2,1,2,0,0,187,172,105,67,35.83,66281,30.50,1148,804,127,1148,804,127,1912,0,0,1912,0,0,0,0,0,0,0,0,0
MON,11:14:00,1130,834,126,2090,7,5,1,3,2,1,2,0,0,188,172,105,67,35.64,66348,30.50,1130,834,126,1130,834,126,1918,0,0,1918,0,0,0,0,0,0,0,0,0
MON,11:14:30,1108,801,122,2031,7,5,1,3,2,1,2,0,0,182,167,105,62,34.07,66410,30.50,1108,801,122,1108,801,122,1865,0,0,1865,0,0,0,0,0,0,0,0,0
MON,11:15:00,1159,827,131,2117,7,5,1,3,2,1,2,0,0,190,175,105,70,36.84,66480,30.51,1159,827,131,1159,827,131,1945,0,0,1945,0,0,0,0,0,0,0,0,0
MON,11:15:30,1160,819,137,2116,7,5,1,3,2,1,2,0,0,190,175,105,70,36.84,66550,30.52,1160,819,137,1160,819,137,1946,0,0,1946,0,0,0,0,0,0,0,0,0
MON,11:16:00,1111,838,140,2089,7,5,1,3,2,1,2,0,0,188,172,105,67,35.64,66617,30.52,1111,838,140,1111,838,140,1915,0,0,1915,0,0,0,0,0,0,0,0,0
MON,11:16:30,1152,822,125,2099,7,5,1,3,2,1,2,0,0,188,173,105,68,36.17,66685,30.52,1152,822,125,1152,822,125,1929,0,0,1929,0,0,0,0,0,0,0,0,0
MON,11:17:00,1094,827,119,2040,7,5,1,3,2,1,2,0,0,183,168,105,63,34.43,66748,30.53,1094,827,119,1094,827,119,1870,0,0,1870,0,0,0,0,0,0,0,0,0
MON,11:17:30,1090,815,117,2022,7,5,1,3,2,1,2,0,0,181,166,105,61,33.70,66809,30.53,1090,815,117,1090,815,117,1854,0,0,1854,0,0,0,0,0,0,0,0,0
MON,11:18:00,1091,833,126,2050,7,5,1,3,2,1,2,0,0,184,169,105,64,34.78,66873,30.53,1091,833,126,1091,833,126,1878,0,0,1878,0,0,0,0,0,0,0,0,0
MON,11:18:30,1155,830,138,2123,7,5,1,3,2,1,2,0,0,191,175,105,70,36.65,66943,30.54,1155,830,138,1155,830,138,1951,0,0,1951,0,0,0,0,0,0,0,0,0
MON,11:19:00,1120,836,136,2092,7,5,1,3,2,1,2,0,0,188,172,105,67,35.64,67010,30.54,1120,836,136,1120,836,136,1918,0,0,1918,0,0,0,0,0,0,0,0,0
MON,11:19:30,1132,808,134,2074,7,5,1,3,2,1,2,0,0,186,171,105,66,35.48,67076,30.55,1132,808,134,1132,808,134,1906,0,0,1906,0,0,0,0,0,0,0,0,0
MON,11:20:00,1107,811,138,2056,7,5,1,3,2,1,2,0,0,185,169,105,64,34.59,67140,30.55,1107,811,138,1107,811,138,1887,0,0,1887,0,0,0,0,0,0,0,0,0
MON,11:20:30,1088,838,128,2054,7,5,1,3,2,1,2,0,0,184,169,105,64,34.78,67204,30.55,1088,838,128,1088,838,128,1881,0,0,1881,0,0,0,0,0,0,0,0,0
MON,11:21:00,1093,819,138,2050,7,5,1,3,2,1,2,0,0,184,169,105,64,34.78,67268,30.56,1093,819,138,1093,819,138,1880,0,0,1880,0,0,0,0,0,0,0,0,0
MON,11:21:30,1146,824,137,2107,7,5,1,3,2,1,2,0,0,189,174,105,69,36.51,67337,30.56,1146,824,137,1146,824,137,1935,0,0,1935,0,0,0,0,0,0,0,0,0
MON,11:22:00,1118,836,139,2093,7,5,1,3,2,1,2,0,0,188,172,105,67,35.64,67404,30.57,1118,836,139,1118,836,139,1919,0,0,1919,0,0,0,0,0,0,0,0,0
MON,11:22:30,1072,841,135,2048,7,5,1,3,2,1,2,0,0,184,168,105,63,34.24,67467,30.57,1072,841,135,1072,841,135,1873,0,0,1873,0,0,0,0,0,0,0,0,0
MON,11:23:00,1136,833,134,2103,7,5,1,3,2,1,2,0,0,189,173,105,68,35.98,67535,30.58,1136,833,134,1136,833,134,1930,0,0,1930,0,0,0,0,0,0,0,0,0
MON,11:23:30,1117,833,127,2077,7,5,1,3,2,1,2,0,0,186,171,105,66,35.48,67601,30.58,1117,833,127,1117,833,127,1905,0,0,1905,0,0,0,0,0,0,0,0,0
MON,11:24:00,1131,823,127,2081,7,5,1,3,2,1,2,0,0,187,171,105,66,35.29,67667,30.58,1131,823,127,1131,823,127,1911,0,0,1911,0,0,0,0,0,0,0,0,0
MON,11:24:30,1095,816,135,2046,7,5,1,3,2,1,2,0,0,184,168,105,63,34.24,67730,30.59,1095,816,135,1095,816,135,1876,0,0,1876,0,0,0,0,0,0,0,0,0
MON,11:25:00,1141,818,127,2086,7,5,1,3,2,1,2,0,0,187,172,105,67,35.83,67797,30.59,1141,818,127,1141,818,127,1917,0,0,1917,0,0,0,0,0,0,0,0,0
MON,11:25:30,1056,833,120,2009,7,5,1,3,2,1,2,0,0,180,165,105,60,33.33,67857,30.59,1056,833,120,1056,833,120,1838,0,0,1838,0,0,0,0,0,0,0,0,0
MON,11:26:00,1093,827,116,2036,7,5,1,3,2,1,2,0,0,183,167,105,62,33.88,67919,30.60,1093,827,116,1093,827,116,1866,0,0,1866,0,0,0,0,0,0,0,0,0
MON,11:26:30,1069,837,115,2021,7,5,1,3,2,1,2,0,0,181,166,105,61,33.70,67980,30.60,1069,837,115,1069,837,115,1849,0,0,1849,0,0,0,0,0,0,0,0,0
MON,11:27:00,1140,824,127,2091,7,5,1,3,2,1,2,0,0,188,172,105,67,35.64,68047,30.60,1140,824,127,1140,824,127,1920,0,0,1920,0,0,0,0,0,0,0,0,0
MON,11:27:30,1055,826,123,2004,7,5,1,3,2,1,2,0,0,180,164,105,59,32.78,68106,30.60,1055,826,123,1055,826,123,1833,0,0,1833,0,0,0,0,0,0,0,0,0
MON,11:28:00,1111,809,117,2037,7,5,1,3,2,1,2,0,0,183,168,105,63,34.43,68169,30.61,1111,809,117,1111,809,117,1871,0,0,1871,0,0,0,0,0,0,0,0,0
MON,11:28:30,1089,832,138,2059,7,5,1,3,2,1,2,0,0,185,169,105,64,34.59,68233,30.61,1089,832,138,1089,832,138,1886,0,0,1886,0,0,0,0,0,0,0,0,0
MON,11:29:00,1111,849,130,2090,7,5,1,3,2,1,2,0,0,188,172,105,67,35.64,68300,30.62,1111,849,130,1111,849,130,1915,0,0,1915,0,0,0,0,0,0,0,0,0
MON,11:29:30,1106,831,123,2060,7,5,1,3,2,1,2,0,0,185,169,105,64,34.59,68364,30.62,1106,831,123,1106,831,123,1888,0,0,1888,0,0,0,0,0,0,0,0,0
MON,11:30:00,1063,828,122,2013,7,5,1,3,2,1,2,0,0,181,165,105,60,33.15,68424,30.62,1063,828,122,1063,828,122,1842,0,0,1842,0,0,0,0,0,0,0,0,0
MON,11:30:30,1053,812,123,1988,7,5,1,3,2,1,2,0,0,178,163,105,58,32.58,68482,30.62,1053,812,123,1053,812,123,1820,0,0,1820,0,0,0,0,0,0,0,0,0
MON,11:31:00,1055,850,134,2039,7,5,1,3,2,1,2,0,0,183,167,105,62,33.88,68544,30.62,1055,850,134,1055,850,134,1863,0,0,1863,0,0,0,0,0,0,0,0,0
MON,11:31:30,1087,825,133,2045,7,5,1,3,2,1,2,0,0,184,168,105,63,34.24,68607,30.63,1087,825,133,1087,825,133,1873,0,0,1873,0,0,0,0,0,0,0,0,0
MON,11:32:00,1096,823,125,2044,7,5,1,3,2,1,2,0,0,183,168,105,63,34.43,68670,30.63,1096,823,125,1096,823,125,1874,0,0,1874,0,0,0,0,0,0,0,0,0
MON,11:32:30,1039,829,123,1991,7,5,1,3,2,1,2,0,0,179,163,105,58,32.40,68728,30.63,1039,829,123,1039,829,123,1820,0,0,1820,0,0,0,0,0,0,0,0,0
MON,11:33:00,1074,827,120,2021,7,5,1,3,2,1,2,0,0,181,166,105,61,33.70,68789,30.63,1074,827,120,1074,827,120,1851,0,0,1851,0,0,0,0,0,0,0,0,0
MON,11:33:30,1054,833,117,2004,6,5,1,3,2,1,2,0,0,180,164,102,62,34.44,68851,30.64,1054,833,117,1054,833,117,1833,0,0,1833,-1,0,0,0,0,0,0,0,0
MON,11:34:00,1045,817,121,1983,6,5,1,3,2,1,2,0,0,178,163,102,61,34.27,68912,30.64,1045,817,121,1045,817,121,1814,0,0,1814,0,0,0,0,0,0,0,0,0
MON,11:34:30,1093,821,139,2053,6,5,1,3,2,1,2,0,0,184,159,102,57,30.98,68969,30.64,1093,821,139,983,821,139,1772,0,0,1772,0,0,0,0,0,0,0,0,0
MON,11:35:00,1048,842,132,2022,6,5,1,3,2,1,2,0,0,181,166,102,64,35.36,69033,30.64,1048,842,132,1048,842,132,1847,0,0,1847,0,0,0,0,0,0,0,0,0
MON,11:35:30,1098,822,130,2050,6,5,1,3,2,1,2,0,0,184,159,102,57,30.98,69090,30.65,1098,822,130,988,822,130,1770,0,0,1770,0,0,0,0,0,0,0,0,0
